account_number,parcel_number,total_actual_value,total_assessed_precalc,alt_assessed_precalc,lg_mill_levy,school_mill_levy,total_mill_levy,tax_district,tax_year
R015571,325706001048.0,1021700,275860,275860,48.909,26.677,75.586,616,2025
R015572,325706001018.0,3034990,189690,213960,48.909,26.677,75.586,616,2025
R015573,325706001019.0,924890,249720,249720,48.909,26.677,75.586,616,2025
R015574,325706001020.0,320,90,90,48.909,26.677,75.586,616,2025
R015577,325706001023.0,320,90,90,48.909,26.677,75.586,616,2025
R015580,325706001026.0,3557660,222350,250810,48.909,26.677,75.586,616,2025
R015584,325706001030.0,3907270,244210,275460,48.909,26.677,75.586,616,2025
R015586,325706002004.0,2853630,178350,201190,48.909,26.677,75.586,616,2025
R015588,325706002006.0,837360,226090,226090,48.909,26.677,75.586,616,2025
R015589,325706002007.0,2572410,160780,174310,48.909,26.677,75.586,616,2025
R015591,325706002009.0,837360,226090,226090,48.909,26.677,75.586,616,2025
R015596,325706005001.0,1671450,104470,117840,48.909,26.677,75.586,616,2025
R015599,325706003002.0,1689710,105610,119120,48.909,26.677,75.586,616,2025
R015606,291500000131.0,1815010,490050,490050,30.584,26.677,57.261,617,2025
R015608,291700000037.0,454410,36830,40140,30.584,26.677,57.261,617,2025
R015610,291700000009.0,518640,32410,36560,30.584,26.677,57.261,617,2025
R015613,291700000016.0,260550,70350,70350,30.584,26.677,57.261,617,2025
R015617,291707200019.0,75930,20500,20500,30.584,26.677,57.261,617,2025
R015619,291707200009.0,53380,14410,14410,30.584,26.677,57.261,617,2025
R015623,291707201001.0,0,0,0,30.584,26.677,57.261,617,2025
R015625,291707201016.0,1521520,95100,100210,30.584,26.677,57.261,617,2025
R015628,291707201011.0,736770,46050,51940,30.584,26.677,57.261,617,2025
R015629,291707202008.0,1210700,75670,85360,30.584,26.677,57.261,617,2025
R015630,291707202004.0,79000,21330,21330,30.584,26.677,57.261,617,2025
R015631,291707202009.0,767200,47950,54090,30.584,26.677,57.261,617,2025
R015634,291707301039.0,617560,38600,43540,30.584,26.677,57.261,617,2025
R015635,291707301002.0,588740,36800,34450,30.584,26.677,57.261,617,2025
R015643,291707301011.0,764050,47760,53870,30.584,26.677,57.261,617,2025
R015644,291707301013.0,845660,52860,59620,30.584,26.677,57.261,617,2025
R015649,291707301034.0,627260,39210,44220,30.584,26.677,57.261,617,2025
R015651,291707301021.0,763490,47720,53830,30.584,26.677,57.261,617,2025
R015653,291707301023.0,765530,47850,53970,30.584,26.677,57.261,617,2025
R015654,291707301024.0,577000,36070,40680,30.584,26.677,57.261,617,2025
R015666,291707303014.0,90060,24320,24320,30.584,26.677,57.261,617,2025
R015671,291723300010.0,260310,16270,18350,30.584,26.677,57.261,617,2025
R015673,291723300006.0,81190,5080,5730,30.584,26.677,57.261,617,2025
R015674,291723300007.0,84000,22680,22680,30.584,26.677,57.261,617,2025
R015679,291725000012.0,142380,38440,38440,30.584,26.677,57.261,617,2025
R015685,291725000022.0,71330,19260,19260,30.584,26.677,57.261,617,2025
R015688,291725000066.0,141980,11850,12880,30.584,26.677,57.261,617,2025
R015689,291725000032.0,601790,37610,35370,30.584,26.677,57.261,617,2025
R015695,291725001002.0,84320,22770,22770,30.584,26.677,57.261,617,2025
R015696,291725001003.0,1324510,82790,93380,30.584,26.677,57.261,617,2025
R015697,291725001014.0,775270,48460,54660,30.584,26.677,57.261,617,2025
R015698,291725001015.0,836930,52310,51950,30.584,26.677,57.261,617,2025
R015699,291725001006.0,84320,22770,22770,30.584,26.677,57.261,617,2025
R015700,291725001007.0,868350,54280,61220,30.584,26.677,57.261,617,2025
R015703,291725001010.0,548830,34300,31640,30.584,26.677,57.261,617,2025
R015707,291726148002.0,106570,28770,28770,30.584,26.677,57.261,617,2025
R015720,291726200037.0,201820,12620,14230,30.584,26.677,57.261,617,2025
R015721,291726200019.0,63260,17080,17080,30.584,26.677,57.261,617,2025
R015724,291726200035.0,1349140,84320,95120,30.584,26.677,57.261,617,2025
R015726,291726200038.0,527790,110840,112060,37.089,26.677,63.766,400,2025
R015730,291726224012.0,78800,21280,21280,37.089,26.677,63.766,400,2025
R015731,291726224006.0,782230,48890,48100,30.584,26.677,57.261,617,2025
R015741,291726307004.0,1626830,101680,107640,37.089,26.677,63.766,400,2025
R015744,291726400007.0,0,0,0,30.584,26.677,57.261,617,2025
R015745,291700000040.0,691780,43240,48770,30.584,26.677,57.261,617,2025
R015746,291727100018.0,78800,21280,21280,30.584,26.677,57.261,617,2025
R015748,291700000036.0,1203930,75240,84880,30.584,26.677,57.261,617,2025
R015756,291728104020.0,1148670,71800,73930,30.584,26.677,57.261,617,2025
R015758,291728104021.0,1452110,90760,102380,30.584,26.677,57.261,617,2025
R015763,291728104010.0,20000,1250,1410,30.584,26.677,57.261,617,2025
R015767,291728104025.0,40000,2500,2820,30.584,26.677,57.261,617,2025
R015769,291728105001.0,597180,37320,42100,30.584,26.677,57.261,617,2025
R015774,291728107008.0,40000,10800,10800,30.584,26.677,57.261,617,2025
R015776,291728107005.0,383140,23950,27020,30.584,26.677,57.261,617,2025
R015780,325512000063.0,1248070,336980,336980,33.598,26.677,60.275,619,2025
R015810,318517001001.0,10,10,10,25.348,30.176,55.524,703,2025
R015815,318517002004.0,117470,7340,8280,25.348,30.176,55.524,703,2025
R015817,318517008007.0,91560,5720,6450,25.348,30.176,55.524,703,2025
R015819,318517002001.0,146350,9150,10320,25.348,30.176,55.524,703,2025
R015821,292100000006.0,829590,53510,53040,22.36,30.176,52.536,701,2025
R015824,291900000057.0,570190,35640,33150,25.348,30.176,55.524,703,2025
R015839,298700000011.0,40620,10970,10970,22.36,30.176,52.536,701,2025
R015847,291900000059.0,860,230,230,25.348,30.176,55.524,703,2025
R015850,318508002003.0,111570,6970,7870,25.348,30.176,55.524,703,2025
R015853,298900000030.0,168760,10550,11890,25.348,30.176,55.524,703,2025
R015854,291900000065.0,1130,310,310,25.348,30.176,55.524,703,2025
R015857,318508002006.0,95270,5950,6720,25.348,30.176,55.524,703,2025
R015861,318508003003.0,108840,6800,7670,25.348,30.176,55.524,703,2025
R015863,292100000036.0,1970,530,530,25.348,30.176,55.524,703,2025
R015869,318508005001.0,105000,6560,7400,25.348,30.176,55.524,703,2025
R015872,318508004004.0,84650,5290,5970,25.348,30.176,55.524,703,2025
R015879,298700000003.0,118320,31940,31940,25.348,30.176,55.524,703,2025
R015880,292100000020.0,1741640,275690,283190,25.348,30.176,55.524,703,2025
R015883,318508002005.0,133550,8350,9420,25.348,30.176,55.524,703,2025
R015884,298900000012.0,954370,59640,67280,25.348,30.176,55.524,703,2025
R015890,318517010004.0,170640,10660,12030,25.348,30.176,55.524,703,2025
R015891,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R015892,291900000000.0,690,190,190,22.36,30.176,52.536,701,2025
R015906,318500000029.0,13210,3570,3570,22.36,30.176,52.536,701,2025
R015911,291900000067.0,15260,4110,4110,25.348,30.176,55.524,703,2025
R015913,291900000048.0,2230,600,600,22.36,30.176,52.536,701,2025
R015915,298900000056.0,1236550,83360,93020,25.348,30.176,55.524,703,2025
R015916,291900000049.0,250870,16120,18100,22.36,30.176,52.536,701,2025
R015917,291900000038.0,305430,19680,22090,22.36,30.176,52.536,701,2025
R015922,318500000042.0,0,0,0,25.348,30.176,55.524,703,2025
R015923,291900000021.0,481470,30530,34360,22.36,30.176,52.536,701,2025
R015925,298900000041.0,2470,670,670,25.348,30.176,55.524,703,2025
R015927,324700000005.0,1547230,104450,116520,22.36,30.176,52.536,701,2025
R015930,318508006003.0,184040,11500,12970,25.348,30.176,55.524,703,2025
R015931,298900000014.0,232730,20100,21750,25.348,30.176,55.524,703,2025
R015933,318517002002.0,115450,7220,8140,25.348,30.176,55.524,703,2025
R015934,318517004003.0,176310,11020,12430,25.348,30.176,55.524,703,2025
R015936,318508006002.0,108240,6770,7630,25.348,30.176,55.524,703,2025
R015937,291900000033.0,515480,32220,36350,22.36,30.176,52.536,701,2025
R015946,291900000034.0,395620,25170,28310,22.36,30.176,52.536,701,2025
R015948,291900000020.0,69040,18640,18640,25.348,30.176,55.524,703,2025
R015954,318508002004.0,115450,7210,8140,25.348,30.176,55.524,703,2025
R015956,291900000080.0,1820,490,490,25.348,30.176,55.524,703,2025
R015957,318517006003.0,157130,9820,11080,25.348,30.176,55.524,703,2025
R015960,291900000047.0,300260,19680,22040,22.36,30.176,52.536,701,2025
R015961,318517004004.0,155630,9730,10970,25.348,30.176,55.524,703,2025
R015963,292100000000.0,4220,1140,1140,25.348,30.176,55.524,703,2025
R015973,292100000009.0,70710,4420,4980,25.348,30.176,55.524,703,2025
R015974,318500000020.0,449180,121280,121280,25.348,30.176,55.524,703,2025
R015986,318508006004.0,113540,7100,8000,25.348,30.176,55.524,703,2025
R015989,318517009002.0,276920,17310,19520,25.348,30.176,55.524,703,2025
R015993,291900000039.0,440820,27990,31490,22.36,30.176,52.536,701,2025
R016006,292100000018.0,504290,33270,37240,22.36,30.176,52.536,701,2025
R016010,318500000037.0,259890,16250,18320,25.348,30.176,55.524,703,2025
R016014,318508004005.0,112660,7040,7940,25.348,30.176,55.524,703,2025
R016015,318508002002.0,93460,5840,6590,25.348,30.176,55.524,703,2025
R016018,292100000014.0,922990,84400,90740,25.348,30.176,55.524,703,2025
R016021,318517004005.0,184750,11550,13020,25.348,30.176,55.524,703,2025
R016023,318508004003.0,54810,14800,14800,25.348,30.176,55.524,703,2025
R016024,318500000045.0,2640600,712960,712960,25.348,30.176,55.524,703,2025
R016035,318500000047.0,641550,40090,45230,25.348,30.176,55.524,703,2025
R016036,318500000008.0,47910,12940,12940,25.348,30.176,55.524,703,2025
R016038,291900000025.0,525190,33740,37890,22.36,30.176,52.536,701,2025
R016043,291900000000.0,310,80,80,22.36,30.176,52.536,701,2025
R016045,378500000000.0,13550,3660,3660,22.36,30.176,52.536,701,2025
R016046,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R016048,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R016049,318700000000.0,20100,5430,5430,25.348,30.176,55.524,703,2025
R016051,318500000000.0,1350,360,360,25.348,30.176,55.524,703,2025
R016052,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R016053,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R016055,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R016060,291900000000.0,310,80,80,22.36,30.176,52.536,701,2025
R016061,291900000000.0,180,50,50,25.348,30.176,55.524,703,2025
R016062,291900000000.0,1750,470,470,25.348,30.176,55.524,703,2025
R016063,291900000000.0,110,30,30,25.348,30.176,55.524,703,2025
R016064,318500000000.0,12640,3410,3410,22.36,30.176,52.536,701,2025
R016066,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R016068,318500000000.0,560,150,150,25.348,30.176,55.524,703,2025
R016069,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R016071,318500000000.0,20100,5430,5430,25.348,30.176,55.524,703,2025
R016082,298900000000.0,1810,490,490,25.348,30.176,55.524,703,2025
R016084,318517004002.0,161110,43500,43500,25.348,30.176,55.524,703,2025
R016087,318300000037.0,41500,11210,11210,24.787,30.176,54.963,704,2025
R016088,272500000000.0,900,240,240,25.348,30.176,55.524,703,2025
R016092,291900000060.0,782450,48900,55170,25.348,30.176,55.524,703,2025
R016093,318500000026.0,341130,31560,33890,25.348,30.176,55.524,703,2025
R016095,272500000003.0,0,0,0,25.348,30.176,55.524,703,2025
R016096,272500000024.0,399720,30370,33360,25.348,30.176,55.524,703,2025
R016097,272500000006.0,377690,26900,29790,25.348,30.176,55.524,703,2025
R016099,272500000008.0,13490,3640,3640,22.36,30.176,52.536,701,2025
R016102,272500000025.0,1235690,81040,90770,25.348,30.176,55.524,703,2025
R016103,272500000014.0,362730,29630,32250,25.348,30.176,55.524,703,2025
R016115,318300000043.0,426150,26640,30040,24.787,30.176,54.963,704,2025
R016117,318500000030.0,5070,1370,1370,21.799,30.176,51.975,702,2025
R016120,318300002005.0,2678310,470200,479950,24.787,30.176,54.963,704,2025
R016122,318300000099.0,1859270,430320,433090,24.787,30.176,54.963,704,2025
R016132,318300000079.0,10,10,10,24.787,30.176,54.963,704,2025
R016133,318300000044.0,264610,16530,18660,24.787,30.176,54.963,704,2025
R016134,318325000002.0,76120,4760,5360,24.787,30.176,54.963,704,2025
R016137,318300000055.0,542630,48490,52270,24.787,30.176,54.963,704,2025
R016140,318300000084.0,2161310,196080,211020,24.787,30.176,54.963,704,2025
R016144,318300000004.0,258670,16160,18240,24.787,30.176,54.963,704,2025
R016148,272700000001.0,390,110,110,21.799,30.176,51.975,702,2025
R016150,318300000052.0,358940,30520,33080,24.787,30.176,54.963,704,2025
R016160,318300000000.0,470,130,130,24.787,30.176,54.963,704,2025
R016163,318301001044.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R016172,318300000000.0,3160,850,850,24.787,30.176,54.963,704,2025
R016176,318300000081.0,6380,1720,1720,24.787,30.176,54.963,704,2025
R016180,318325000014.0,493070,30810,34760,24.787,30.176,54.963,704,2025
R016181,318325000008.0,473130,29570,33360,24.787,30.176,54.963,704,2025
R016183,318325000015.0,171700,10730,12100,24.787,30.176,54.963,704,2025
R016184,318325000011.0,118500,7410,8350,24.787,30.176,54.963,704,2025
R016192,272500000023.0,0,0,0,21.799,30.176,51.975,702,2025
R016210,398500001001.0,142070,8880,10010,21.901,28.994,50.895,801,2025
R016215,398500000051.0,856180,59930,66530,21.901,28.994,50.895,801,2025
R016221,398536002014.0,75000,20250,20250,21.905,28.994,50.899,802,2025
R016224,398536002077.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016226,398500000042.0,1840,500,500,21.901,28.994,50.895,801,2025
R016230,398700000036.0,784930,97100,101530,21.901,28.994,50.895,801,2025
R016232,398700000004.0,575140,38800,43300,21.901,28.994,50.895,801,2025
R016233,398536002081.0,464000,29000,32710,21.905,28.994,50.899,802,2025
R016236,398536001047.0,50000,13500,13500,21.905,28.994,50.899,802,2025
R016242,398536002055.0,117000,31590,31590,21.905,28.994,50.899,802,2025
R016243,398700000035.0,753970,192270,192700,21.901,28.994,50.895,801,2025
R016244,398536003004.0,576050,36010,40610,21.905,28.994,50.899,802,2025
R016245,398536004006.0,720160,45010,50770,21.905,28.994,50.899,802,2025
R016247,398536004028.0,50000,13500,13500,21.905,28.994,50.899,802,2025
R016248,398536004037.0,52000,14040,14040,21.905,28.994,50.899,802,2025
R016249,398536004038.0,634400,39650,44730,21.905,28.994,50.899,802,2025
R016250,398536004025.0,49500,13370,13370,21.905,28.994,50.899,802,2025
R016256,398536001021.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016259,398536004031.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016261,398536002062.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016262,398536004010.0,52000,14040,14040,21.905,28.994,50.899,802,2025
R016265,398536002067.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016267,398536004044.0,403900,25250,28480,21.905,28.994,50.899,802,2025
R016268,398536002092.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016271,398536002042.0,107000,28890,28890,21.905,28.994,50.899,802,2025
R016273,398500000011.0,102390,6400,7220,21.901,28.994,50.895,801,2025
R016276,398700000017.0,452460,35270,38620,21.901,28.994,50.895,801,2025
R016280,398536001026.0,52000,14040,14040,21.905,28.994,50.899,802,2025
R016281,398500000076.0,54280,3390,3830,21.901,28.994,50.895,801,2025
R016282,398536001048.0,65000,17550,17550,21.905,28.994,50.899,802,2025
R016285,398536004011.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016286,398536002066.0,101500,27410,27410,21.905,28.994,50.899,802,2025
R016287,398536004026.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016289,398536002075.0,49500,13370,13370,21.905,28.994,50.899,802,2025
R016291,404500000002.0,52750,14240,14240,21.901,28.994,50.895,801,2025
R016292,398536002088.0,105010,28360,28360,21.905,28.994,50.899,802,2025
R016293,398536002003.0,319750,19990,22540,21.905,28.994,50.899,802,2025
R016295,398536001040.0,105000,28350,28350,21.905,28.994,50.899,802,2025
R016297,398536004039.0,95000,25650,25650,21.905,28.994,50.899,802,2025
R016301,398536001028.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016302,398536001039.0,601050,37570,42370,21.905,28.994,50.899,802,2025
R016303,398536001024.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016305,398536002083.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016306,398536002010.0,113280,30590,30590,21.905,28.994,50.899,802,2025
R016307,398536004042.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016309,398536002002.0,173720,46900,46900,21.905,28.994,50.899,802,2025
R016310,398536004017.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016311,398536002005.0,493940,30870,34830,21.905,28.994,50.899,802,2025
R016312,398536002027.0,392200,24520,27650,21.905,28.994,50.899,802,2025
R016314,398700000010.0,179680,23150,24140,21.901,28.994,50.895,801,2025
R016315,398536002045.0,92000,24840,24840,21.905,28.994,50.899,802,2025
R016318,398536002058.0,330260,20640,23290,21.905,28.994,50.899,802,2025
R016319,398536001007.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016323,398536002057.0,75000,20250,20250,21.905,28.994,50.899,802,2025
R016327,398536004034.0,99000,26730,26730,21.905,28.994,50.899,802,2025
R016330,398700000043.0,185020,36910,37410,21.901,28.994,50.895,801,2025
R016333,398700000042.0,23480,6340,6340,21.901,28.994,50.895,801,2025
R016335,398536002076.0,299470,18720,21120,21.905,28.994,50.899,802,2025
R016340,398536004007.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016341,398536001043.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016342,398536004036.0,609370,38090,42960,21.905,28.994,50.899,802,2025
R016343,398536004001.0,737220,46080,51980,21.905,28.994,50.899,802,2025
R016344,398536004021.0,456140,28510,32160,21.905,28.994,50.899,802,2025
R016345,398536002056.0,587510,36720,41420,21.905,28.994,50.899,802,2025
R016346,398536004019.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016348,398536004022.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016355,398536004024.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016356,398536002080.0,355020,22190,25030,21.905,28.994,50.899,802,2025
R016357,398536002051.0,1021960,63880,72040,21.905,28.994,50.899,802,2025
R016358,398536002089.0,487620,30480,34370,21.905,28.994,50.899,802,2025
R016359,398536002038.0,120080,32420,32420,21.905,28.994,50.899,802,2025
R016361,398536001041.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016362,398536002091.0,487970,30500,34400,21.905,28.994,50.899,802,2025
R016366,398536002064.0,1432900,89560,93970,21.905,28.994,50.899,802,2025
R016369,398536002082.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016373,398536001023.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016374,398536002060.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016375,398536004003.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016376,398500000049.0,636500,59930,64250,21.901,28.994,50.895,801,2025
R016378,398536001045.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016379,398536004009.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016381,398536004008.0,65000,17550,17550,21.905,28.994,50.899,802,2025
R016385,398536004015.0,380210,23770,26810,21.905,28.994,50.899,802,2025
R016386,398500000012.0,858540,231800,231800,21.901,28.994,50.895,801,2025
R016389,398525001074.0,50000,13500,13500,21.905,28.994,50.899,802,2025
R016390,398536001030.0,57600,15550,15550,21.905,28.994,50.899,802,2025
R016391,398536001046.0,50000,13500,13500,21.905,28.994,50.899,802,2025
R016392,398536004035.0,422090,26380,29760,21.905,28.994,50.899,802,2025
R016395,398700000000.0,530,140,140,21.901,28.994,50.895,801,2025
R016399,398525001057.0,50000,13500,13500,21.905,28.994,50.899,802,2025
R016409,398536001034.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016411,398536001014.0,357350,22340,25190,21.905,28.994,50.899,802,2025
R016412,398525001067.0,52000,14040,14040,21.905,28.994,50.899,802,2025
R016414,398525001048.0,501760,31360,35370,21.905,28.994,50.899,802,2025
R016418,398536001020.0,519000,32440,36590,21.905,28.994,50.899,802,2025
R016421,398536002013.0,50000,13500,13500,21.905,28.994,50.899,802,2025
R016422,398536002008.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016425,398525001068.0,92000,24840,24840,21.905,28.994,50.899,802,2025
R016426,398536002012.0,617920,38620,43560,21.905,28.994,50.899,802,2025
R016428,398525001053.0,73500,19850,19850,21.905,28.994,50.899,802,2025
R016430,398525001047.0,92000,24840,24840,21.905,28.994,50.899,802,2025
R016432,398525001040.0,92000,24840,24840,21.905,28.994,50.899,802,2025
R016436,398536002047.0,57600,15550,15550,21.905,28.994,50.899,802,2025
R016439,398536002039.0,105000,28350,28350,21.905,28.994,50.899,802,2025
R016440,398536002040.0,377750,23610,26630,21.905,28.994,50.899,802,2025
R016441,398536002033.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016444,398536002031.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016445,398536002026.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016446,398536002028.0,45500,12290,12290,21.905,28.994,50.899,802,2025
R016447,398536002023.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016448,398536002019.0,64000,17280,17280,21.905,28.994,50.899,802,2025
R016451,398536002022.0,46800,12640,12640,21.905,28.994,50.899,802,2025
R016452,398536002021.0,774960,48440,54630,21.905,28.994,50.899,802,2025
R016453,398536002017.0,52000,14040,14040,21.905,28.994,50.899,802,2025
R016454,398536002063.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016457,398525001064.0,46800,12640,12640,21.905,28.994,50.899,802,2025
R016460,398525001055.0,52000,14040,14040,21.905,28.994,50.899,802,2025
R016461,398525001054.0,62000,16740,16740,21.905,28.994,50.899,802,2025
R016462,398525001051.0,677920,42370,47790,21.905,28.994,50.899,802,2025
R016467,398525001083.0,58770,15870,15870,21.905,28.994,50.899,802,2025
R016470,398536002025.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016472,398525001069.0,572610,35790,40370,21.905,28.994,50.899,802,2025
R016473,398525001058.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016474,398525001056.0,57600,15550,15550,21.905,28.994,50.899,802,2025
R016479,398525001045.0,379230,23700,26730,21.905,28.994,50.899,802,2025
R016480,398525001014.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R016486,398536001031.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R016489,398536003003.0,111100,30000,30000,21.905,28.994,50.899,802,2025
R016491,369109414001.0,590220,36890,34560,30.009,26.677,56.686,300,2025
R016492,342707416004.0,7090,1910,1910,24.619,26.677,51.296,601,2025
R016494,404701001003.0,493240,30830,34780,21.905,26.677,48.582,623,2025
R016495,404701004057.0,50000,13500,13500,21.905,26.677,48.582,623,2025
R016496,404906002005.0,474800,29680,33470,23.856,26.677,50.533,622,2025
R016497,299312101001.0,90000,24300,24300,20.901,26.677,47.578,620,2025
R016498,404701002006.0,40000,10800,10800,21.905,26.677,48.582,623,2025
R016500,318508004006.0,121730,7610,8580,25.348,30.176,55.524,703,2025
R016504,404701004027.0,427880,26750,30160,21.905,26.677,48.582,623,2025
R016507,369908002004.0,478060,29880,26650,24.619,26.677,51.296,601,2025
R016509,398331002010.0,64000,17280,17280,23.856,26.677,50.533,622,2025
R016511,299301418001.0,740,200,200,20.901,26.677,47.578,620,2025
R016526,398303202003.0,724110,45250,51050,23.852,26.677,50.529,602,2025
R016530,398303202023.0,46500,12560,12560,23.852,26.677,50.529,602,2025
R016531,398303202024.0,46500,12560,12560,23.852,26.677,50.529,602,2025
R016534,398303202021.0,717760,44860,50610,23.852,26.677,50.529,602,2025
R016540,398304101061.0,65100,17580,17580,23.852,26.677,50.529,602,2025
R016543,398304101047.0,65100,17580,17580,23.852,26.677,50.529,602,2025
R016550,398304101062.0,46500,12560,12560,23.852,26.677,50.529,602,2025
R016552,398304101060.0,46500,12560,12560,23.852,26.677,50.529,602,2025
R016556,398304101046.0,87890,23730,23730,23.852,26.677,50.529,602,2025
R016558,398304101053.0,46500,12560,12560,23.852,26.677,50.529,602,2025
R016561,398304101065.0,87890,23730,23730,23.852,26.677,50.529,602,2025
R016563,398304101054.0,46500,12560,12560,23.852,26.677,50.529,602,2025
R016569,405108002021.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016581,405108002013.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016582,405108002014.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016583,405108002015.0,239450,14970,16880,23.852,26.677,50.529,602,2025
R016585,405108002017.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016586,405108002018.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016590,405117002005.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016591,405117002006.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016592,405117002007.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016593,405117002008.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016595,405117002082.0,1264500,79030,89150,23.852,26.677,50.529,602,2025
R016596,405117002023.0,30000,8100,8100,23.852,26.677,50.529,602,2025
R016598,405117002021.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016600,405117002019.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016601,405117002085.0,735790,45980,51870,23.852,26.677,50.529,602,2025
R016605,405117002014.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016606,405117002013.0,30000,8100,8100,23.852,26.677,50.529,602,2025
R016610,405108002012.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016612,405107004004.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016613,405107004003.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016629,405108001024.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016631,405108001025.0,529780,39460,43460,23.852,26.677,50.529,602,2025
R016635,405108001026.0,45900,12390,12390,23.852,26.677,50.529,602,2025
R016638,405108001010.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016641,405108001013.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016646,405117001014.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016648,405117001012.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016651,405117001009.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016652,405117001008.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016653,405117001007.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016656,405117001002.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016659,405107003002.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016665,405118001016.0,476810,29800,26570,23.852,26.677,50.529,602,2025
R016667,405117002079.0,48000,12960,12960,23.852,26.677,50.529,602,2025
R016669,405117002089.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016671,405117002046.0,60000,16200,16200,23.852,26.677,50.529,602,2025
R016674,405117002087.0,894200,55890,63040,23.852,26.677,50.529,602,2025
R016678,405117002077.0,63000,17010,17010,23.852,26.677,50.529,602,2025
R016682,405117002026.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016684,405117002028.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016687,405117002031.0,30000,8100,8100,23.852,26.677,50.529,602,2025
R016693,405117002037.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016695,405117002039.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016698,405118001001.0,24000,6480,6480,23.852,26.677,50.529,602,2025
